marca,tienda,precio,ram_gb,almacenamiento_gb,features,scaledFeatures,prediction
14,2,2280113.0,32,1024.0,"[2280113.0,32.0,1024.0]","[3.58529567768359,2.5461588132514037,2.823653486792474]",1
1,2,2699990.0,64,1024.0,"[2699990.0,64.0,1024.0]","[4.245518742618859,5.092317626502807,2.823653486792474]",2
2,2,2119990.0,32,1024.0,"[2119990.0,32.0,1024.0]","[3.3335150423388815,2.5461588132514037,2.823653486792474]",1
1,2,1899990.0,32,512.0,"[1899990.0,32.0,512.0]","[2.9875826043016485,2.5461588132514037,1.411826743396237]",1
0,2,2169990.0,16,1024.0,"[2169990.0,16.0,1024.0]","[3.4121360509837073,1.2730794066257018,2.823653486792474]",1
1,2,1299990.0,16,1024.0,"[1299990.0,16.0,1024.0]","[2.04413050056374,1.2730794066257018,2.823653486792474]",1
5,2,1499990.0,16,512.0,"[1499990.0,16.0,512.0]","[2.3586145351430425,1.2730794066257018,1.411826743396237]",0
1,2,499990.0,4,128.0,"[499990.0,4.0,128.0]","[0.7861943622465282,0.31826985165642546,0.35295668584905926]",0
14,2,2720943.0,32,1024.0,"[2720943.0,32.0,1024.0]","[4.278465662501561,2.5461588132514037,2.823653486792474]",1
0,2,939990.0,8,512.0,"[939990.0,8.0,512.0]","[1.4780592383209945,0.6365397033128509,1.411826743396237]",0
0,2,1029990.0,16,512.0,"[1029990.0,16.0,512.0]","[1.619577053881681,1.2730794066257018,1.411826743396237]",0
0,2,919990.0,16,1024.0,"[919990.0,16.0,1024.0]","[1.4466108348630642,1.2730794066257018,2.823653486792474]",0
1,2,499990.0,8,512.0,"[499990.0,8.0,512.0]","[0.7861943622465282,0.6365397033128509,1.411826743396237]",0
2,2,1159990.0,16,512.0,"[1159990.0,16.0,512.0]","[1.8239916763582278,1.2730794066257018,1.411826743396237]",0
2,2,669990.0,8,256.0,"[669990.0,8.0,256.0]","[1.0535057916389357,0.6365397033128509,0.7059133716981185]",0
2,2,684849.0,16,512.0,"[684849.0,16.0,512.0]","[1.076870382988005,1.2730794066257018,1.411826743396237]",0
2,2,1249427.0,16,512.0,"[1249427.0,16.0,512.0]","[1.9646242193615733,1.2730794066257018,1.411826743396237]",0
0,2,419990.0,8,512.0,"[419990.0,8.0,512.0]","[0.6604007484148071,0.6365397033128509,1.411826743396237]",0
5,2,749990.0,20,512.0,"[749990.0,20.0,512.0]","[1.1792994054706567,1.5913492582821274,1.411826743396237]",0
0,2,2799990.0,32,2048.0,"[2799990.0,32.0,2048.0]","[4.402760759908511,2.5461588132514037,5.647306973584948]",1
5,2,599990.0,8,512.0,"[599990.0,8.0,512.0]","[0.9434363795361796,0.6365397033128509,1.411826743396237]",0
0,2,719990.0,8,512.0,"[719990.0,8.0,512.0]","[1.1321268002837614,0.6365397033128509,1.411826743396237]",0
4,2,776732.0,16,1024.0,"[776732.0,16.0,1024.0]","[1.2213490657342554,1.2730794066257018,2.823653486792474]",0
2,2,1119990.0,8,512.0,"[1119990.0,8.0,512.0]","[1.7610948694423672,0.6365397033128509,1.411826743396237]",0
14,2,2280113.0,32,1024.0,"[2280113.0,32.0,1024.0]","[3.58529567768359,2.5461588132514037,2.823653486792474]",1
4,2,170879.0,8,128.0,"[170879.0,8.0,128.0]","[0.2686935867243835,0.6365397033128509,0.35295668584905926]",0
1,2,1199990.0,16,512.0,"[1199990.0,16.0,512.0]","[1.8868884832740882,1.2730794066257018,1.411826743396237]",0
0,2,249990.0,4,64.0,"[249990.0,4.0,64.0]","[0.39308931902239963,0.31826985165642546,0.17647834292452963]",0
15,2,2999990.0,24,2048.0,"[2999990.0,24.0,2048.0]","[4.717244794487814,1.9096191099385527,5.647306973584948]",1
3,2,289990.0,8,240.0,"[289990.0,8.0,240.0]","[0.4559861259382602,0.6365397033128509,0.6617937859669861]",0
1,2,2499990.0,32,1024.0,"[2499990.0,32.0,1024.0]","[3.931034708039557,2.5461588132514037,2.823653486792474]",1
2,2,1009990.0,16,512.0,"[1009990.0,16.0,512.0]","[1.5881286504237506,1.2730794066257018,1.411826743396237]",0
1,2,2499990.0,32,1024.0,"[2499990.0,32.0,1024.0]","[3.931034708039557,2.5461588132514037,2.823653486792474]",1
5,2,199057.0,4,64.0,"[199057.0,4.0,64.0]","[0.3130012423562615,0.31826985165642546,0.17647834292452963]",0
0,2,2599990.0,32,1024.0,"[2599990.0,32.0,1024.0]","[4.088276725329209,2.5461588132514037,2.823653486792474]",1
2,2,549990.0,8,512.0,"[549990.0,8.0,512.0]","[0.864815370891354,0.6365397033128509,1.411826743396237]",0
1,2,2399990.0,32,1024.0,"[2399990.0,32.0,1024.0]","[3.7737926907499055,2.5461588132514037,2.823653486792474]",1
5,2,749990.0,16,512.0,"[749990.0,16.0,512.0]","[1.1792994054706567,1.2730794066257018,1.411826743396237]",0
2,2,649990.0,12,512.0,"[649990.0,12.0,512.0]","[1.0220573881810053,0.9548095549692763,1.411826743396237]",0
0,2,617280.0,4,128.0,"[617280.0,4.0,128.0]","[0.9706235243255604,0.31826985165642546,0.35295668584905926]",0
0,2,2069990.0,32,1024.0,"[2069990.0,32.0,1024.0]","[3.2548940336940557,2.5461588132514037,2.823653486792474]",1
1,2,1599990.0,16,1024.0,"[1599990.0,16.0,1024.0]","[2.515856552432694,1.2730794066257018,2.823653486792474]",1
1,2,399990.0,4,128.0,"[399990.0,4.0,128.0]","[0.6289523449568768,0.31826985165642546,0.35295668584905926]",0
2,2,2499990.0,32,1024.0,"[2499990.0,32.0,1024.0]","[3.931034708039557,2.5461588132514037,2.823653486792474]",1
2,2,1579990.0,16,512.0,"[1579990.0,16.0,512.0]","[2.484408148974764,1.2730794066257018,1.411826743396237]",0
2,2,579990.0,8,512.0,"[579990.0,8.0,512.0]","[0.9119879760782493,0.6365397033128509,1.411826743396237]",0
0,2,1149990.0,32,1024.0,"[1149990.0,32.0,1024.0]","[1.8082674746292626,2.5461588132514037,2.823653486792474]",1
0,2,749990.0,16,512.0,"[749990.0,16.0,512.0]","[1.1792994054706567,1.2730794066257018,1.411826743396237]",0
0,2,679990.0,8,512.0,"[679990.0,8.0,512.0]","[1.0692299933679008,0.6365397033128509,1.411826743396237]",0
1,2,1190000.0,16,512.0,"[1190000.0,16.0,512.0]","[1.8711800057468522,1.2730794066257018,1.411826743396237]",0
1,2,899987.0,16,512.0,"[899987.0,16.0,512.0]","[1.4151577141446152,1.2730794066257018,1.411826743396237]",0
1,2,1499990.0,16,512.0,"[1499990.0,16.0,512.0]","[2.3586145351430425,1.2730794066257018,1.411826743396237]",0
0,2,1529990.0,6,1024.0,"[1529990.0,6.0,1024.0]","[2.405787140329938,0.47740477748463817,2.823653486792474]",1
0,2,649990.0,16,1024.0,"[649990.0,16.0,1024.0]","[1.0220573881810053,1.2730794066257018,2.823653486792474]",0
0,2,2599990.0,32,1024.0,"[2599990.0,32.0,1024.0]","[4.088276725329209,2.5461588132514037,2.823653486792474]",1
3,2,339990.0,16,256.0,"[339990.0,16.0,256.0]","[0.534607134583086,1.2730794066257018,0.7059133716981185]",0
4,2,699990.0,16,512.0,"[699990.0,16.0,512.0]","[1.1006783968258311,1.2730794066257018,1.411826743396237]",0
0,2,249990.0,8,256.0,"[249990.0,8.0,256.0]","[0.39308931902239963,0.6365397033128509,0.7059133716981185]",0
4,2,1299000.0,16,512.0,"[1299000.0,16.0,512.0]","[2.042573804592572,1.2730794066257018,1.411826743396237]",0
2,2,2900000.0,32,1024.0,"[2900000.0,32.0,1024.0]","[4.560018501399892,2.5461588132514037,2.823653486792474]",1
4,2,2449784.0,24,1024.0,"[2449784.0,24.0,1024.0]","[3.8520897808391146,1.9096191099385527,2.823653486792474]",1
1,2,1199990.0,16,512.0,"[1199990.0,16.0,512.0]","[1.8868884832740882,1.2730794066257018,1.411826743396237]",0
0,2,249990.0,4,128.0,"[249990.0,4.0,128.0]","[0.39308931902239963,0.31826985165642546,0.35295668584905926]",0
1,2,3899990.0,32,1024.0,"[3899990.0,32.0,1024.0]","[6.132422950094677,2.5461588132514037,2.823653486792474]",1
0,2,949990.0,16,512.0,"[949990.0,16.0,512.0]","[1.4937834400499597,1.2730794066257018,1.411826743396237]",0
1,2,352683.0,8,256.0,"[352683.0,8.0,256.0]","[0.5545658638376614,0.6365397033128509,0.7059133716981185]",0
0,2,1029990.0,16,512.0,"[1029990.0,16.0,512.0]","[1.619577053881681,1.2730794066257018,1.411826743396237]",0
0,2,1499990.0,32,512.0,"[1499990.0,32.0,512.0]","[2.3586145351430425,2.5461588132514037,1.411826743396237]",1
0,2,989990.0,8,512.0,"[989990.0,8.0,512.0]","[1.5566802469658203,0.6365397033128509,1.411826743396237]",0
4,2,1179197.0,16,512.0,"[1179197.0,16.0,512.0]","[1.854193150619051,1.2730794066257018,1.411826743396237]",0
0,2,649990.0,8,512.0,"[649990.0,8.0,512.0]","[1.0220573881810053,0.6365397033128509,1.411826743396237]",0
0,2,1099990.0,32,1024.0,"[1099990.0,32.0,1024.0]","[1.7296464659844368,2.5461588132514037,2.823653486792474]",1
0,2,1399990.0,16,512.0,"[1399990.0,16.0,512.0]","[2.201372517853391,1.2730794066257018,1.411826743396237]",0
21,2,327802.0,16,256.0,"[327802.0,16.0,256.0]","[0.5154424775158232,1.2730794066257018,0.7059133716981185]",0
2,2,899990.0,16,1024.0,"[899990.0,16.0,1024.0]","[1.4151624314051339,1.2730794066257018,2.823653486792474]",0
5,2,549874.0,32,512.0,"[549874.0,32.0,512.0]","[0.8646329701512979,2.5461588132514037,1.411826743396237]",0
5,2,499990.0,8,256.0,"[499990.0,8.0,256.0]","[0.7861943622465282,0.6365397033128509,0.7059133716981185]",0
0,2,380000.0,8,256.0,"[380000.0,8.0,256.0]","[0.5975196657006755,0.6365397033128509,0.7059133716981185]",0
0,2,1929990.0,32,1024.0,"[1929990.0,32.0,1024.0]","[3.034755209488544,2.5461588132514037,2.823653486792474]",1
2,2,751990.0,16,512.0,"[751990.0,16.0,512.0]","[1.18244424581645,1.2730794066257018,1.411826743396237]",0
0,2,189900.0,8,256.0,"[189900.0,8.0,256.0]","[0.2986025908330481,0.6365397033128509,0.7059133716981185]",0
1,2,629990.0,16,512.0,"[629990.0,16.0,512.0]","[0.9906089847230751,1.2730794066257018,1.411826743396237]",0
1,2,319990.0,16,480.0,"[319990.0,16.0,480.0]","[0.5031587311251556,1.2730794066257018,1.3235875719339723]",0
3,2,639900.0,16,512.0,"[639900.0,16.0,512.0]","[1.0061916686364796,1.2730794066257018,1.411826743396237]",0
2,2,649990.0,16,512.0,"[649990.0,16.0,512.0]","[1.0220573881810053,1.2730794066257018,1.411826743396237]",0
0,2,299900.0,16,256.0,"[299900.0,16.0,256.0]","[0.47156880985166466,1.2730794066257018,0.7059133716981185]",0
1,2,169990.0,8,240.0,"[169990.0,8.0,240.0]","[0.26729570519067847,0.6365397033128509,0.6617937859669861]",0
5,2,389741.0,8,256.0,"[389741.0,8.0,256.0]","[0.6128366106048604,0.6365397033128509,0.7059133716981185]",0
1,2,1100000.0,16,512.0,"[1100000.0,16.0,512.0]","[1.7296621901861657,1.2730794066257018,1.411826743396237]",0
0,2,617280.0,4,128.0,"[617280.0,4.0,128.0]","[0.9706235243255604,0.31826985165642546,0.35295668584905926]",0
1,2,699990.0,16,512.0,"[699990.0,16.0,512.0]","[1.1006783968258311,1.2730794066257018,1.411826743396237]",0
14,2,2280113.0,32,1024.0,"[2280113.0,32.0,1024.0]","[3.58529567768359,2.5461588132514037,2.823653486792474]",1
0,2,1029990.0,16,512.0,"[1029990.0,16.0,512.0]","[1.619577053881681,1.2730794066257018,1.411826743396237]",0
41,2,599900.0,4,64.0,"[599900.0,4.0,64.0]","[0.9432948617206189,0.31826985165642546,0.17647834292452963]",0
0,2,399874.0,8,512.0,"[399874.0,8.0,512.0]","[0.6287699442168208,0.6365397033128509,1.411826743396237]",0
1,2,529990.0,16,512.0,"[529990.0,16.0,512.0]","[0.8333669674334236,1.2730794066257018,1.411826743396237]",0
1,2,512952.0,8,512.0,"[512952.0,8.0,512.0]","[0.8065760725276129,0.6365397033128509,1.411826743396237]",0
0,2,849990.0,8,512.0,"[849990.0,8.0,512.0]","[1.3365414227603083,0.6365397033128509,1.411826743396237]",0
1,2,1632210.0,8,512.0,"[1632210.0,8.0,512.0]","[2.5665199304034196,0.6365397033128509,1.411826743396237]",0
1,2,559990.0,16,512.0,"[559990.0,16.0,512.0]","[0.8805395726203191,1.2730794066257018,1.411826743396237]",0
2,2,799984.0,16,512.0,"[799984.0,16.0,512.0]","[1.2579109795944452,1.2730794066257018,1.411826743396237]",0
0,2,2559990.0,32,1024.0,"[2559990.0,32.0,1024.0]","[4.025379918413348,2.5461588132514037,2.823653486792474]",1
0,2,2069990.0,32,1024.0,"[2069990.0,32.0,1024.0]","[3.2548940336940557,2.5461588132514037,2.823653486792474]",1
0,2,769990.0,16,512.0,"[769990.0,16.0,512.0]","[1.210747808928587,1.2730794066257018,1.411826743396237]",0
0,2,299990.0,4,128.0,"[299990.0,4.0,128.0]","[0.47171032766722537,0.31826985165642546,0.35295668584905926]",0
0,2,1499990.0,16,512.0,"[1499990.0,16.0,512.0]","[2.3586145351430425,1.2730794066257018,1.411826743396237]",0
0,2,899990.0,16,512.0,"[899990.0,16.0,512.0]","[1.4151624314051339,1.2730794066257018,1.411826743396237]",0
1,2,269990.0,16,256.0,"[269990.0,16.0,256.0]","[0.4245377224803299,1.2730794066257018,0.7059133716981185]",0
1,2,699990.0,16,512.0,"[699990.0,16.0,512.0]","[1.1006783968258311,1.2730794066257018,1.411826743396237]",0
1,2,379900.0,16,512.0,"[379900.0,16.0,512.0]","[0.5973624236833858,1.2730794066257018,1.411826743396237]",0
1,2,479900.0,16,512.0,"[479900.0,16.0,512.0]","[0.7546044409730372,1.2730794066257018,1.411826743396237]",0
2,2,510000.0,8,512.0,"[510000.0,8.0,512.0]","[0.8019342881772223,0.6365397033128509,1.411826743396237]",0
37,2,349999.0,8,256.0,"[349999.0,8.0,256.0]","[0.5503454880936072,0.6365397033128509,0.7059133716981185]",0
1,2,2599990.0,32,1024.0,"[2599990.0,32.0,1024.0]","[4.088276725329209,2.5461588132514037,2.823653486792474]",1
1,2,379900.0,16,512.0,"[379900.0,16.0,512.0]","[0.5973624236833858,1.2730794066257018,1.411826743396237]",0
5,2,899990.0,16,512.0,"[899990.0,16.0,512.0]","[1.4151624314051339,1.2730794066257018,1.411826743396237]",0
0,2,1149990.0,16,1024.0,"[1149990.0,16.0,1024.0]","[1.8082674746292626,1.2730794066257018,2.823653486792474]",1
0,2,769990.0,16,512.0,"[769990.0,16.0,512.0]","[1.210747808928587,1.2730794066257018,1.411826743396237]",0
1,2,569990.0,8,256.0,"[569990.0,8.0,256.0]","[0.8962637743492843,0.6365397033128509,0.7059133716981185]",0
1,2,299900.0,8,256.0,"[299900.0,8.0,256.0]","[0.47156880985166466,0.6365397033128509,0.7059133716981185]",0
0,2,999999.0,16,512.0,"[999999.0,16.0,512.0]","[1.5724186004763414,1.2730794066257018,1.411826743396237]",0
1,2,279900.0,8,240.0,"[279900.0,8.0,240.0]","[0.4401204063937344,0.6365397033128509,0.6617937859669861]",0
0,2,690000.0,16,512.0,"[690000.0,16.0,512.0]","[1.0849699192985949,1.2730794066257018,1.411826743396237]",0
1,2,389900.0,16,512.0,"[389900.0,16.0,512.0]","[0.6130866254123509,1.2730794066257018,1.411826743396237]",0
0,2,189990.0,8,256.0,"[189990.0,8.0,256.0]","[0.2987441086486088,0.6365397033128509,0.7059133716981185]",0
0,2,1148990.0,16,512.0,"[1148990.0,16.0,512.0]","[1.806695054456366,1.2730794066257018,1.411826743396237]",0
0,2,329990.0,12,256.0,"[329990.0,12.0,256.0]","[0.5188829328541208,0.9548095549692763,0.7059133716981185]",0
0,2,769990.0,16,512.0,"[769990.0,16.0,512.0]","[1.210747808928587,1.2730794066257018,1.411826743396237]",0
0,2,2599990.0,32,1024.0,"[2599990.0,32.0,1024.0]","[4.088276725329209,2.5461588132514037,2.823653486792474]",1
0,2,969990.0,8,512.0,"[969990.0,8.0,512.0]","[1.52523184350789,0.6365397033128509,1.411826743396237]",0
0,2,617280.0,4,128.0,"[617280.0,4.0,128.0]","[0.9706235243255604,0.31826985165642546,0.35295668584905926]",0
1,2,699990.0,16,512.0,"[699990.0,16.0,512.0]","[1.1006783968258311,1.2730794066257018,1.411826743396237]",0
0,2,1129990.0,16,512.0,"[1129990.0,16.0,512.0]","[1.7768190711713323,1.2730794066257018,1.411826743396237]",0
0,2,1999990.0,24,1024.0,"[1999990.0,24.0,1024.0]","[3.1448246215912996,1.9096191099385527,2.823653486792474]",1
22,2,1149900.0,4,64.0,"[1149900.0,4.0,64.0]","[1.8081259568137018,0.31826985165642546,0.17647834292452963]",0
0,2,819990.0,16,512.0,"[819990.0,16.0,512.0]","[1.2893688175734128,1.2730794066257018,1.411826743396237]",0
22,2,1199000.0,4,64.0,"[1199000.0,4.0,64.0]","[1.8853317873029207,0.31826985165642546,0.17647834292452963]",0
35,2,1225390.0,32,1024.0,"[1225390.0,32.0,1024.0]","[1.9268279556656598,2.5461588132514037,2.823653486792474]",1
1,2,179990.0,4,128.0,"[179990.0,4.0,128.0]","[0.2830199069196436,0.31826985165642546,0.35295668584905926]",0
42,2,1630000.0,4,64.0,"[1630000.0,4.0,64.0]","[2.5630448818213183,0.31826985165642546,0.17647834292452963]",0
4,2,1549990.0,16,256.0,"[1549990.0,16.0,256.0]","[2.4372355437878683,1.2730794066257018,0.7059133716981185]",0
0,2,1699990.0,24,1024.0,"[1699990.0,24.0,1024.0]","[2.6730985697223453,1.9096191099385527,2.823653486792474]",1
0,2,819990.0,16,512.0,"[819990.0,16.0,512.0]","[1.2893688175734128,1.2730794066257018,1.411826743396237]",0
0,2,499990.0,8,512.0,"[499990.0,8.0,512.0]","[0.7861943622465282,0.6365397033128509,1.411826743396237]",0
0,2,939990.0,8,512.0,"[939990.0,8.0,512.0]","[1.4780592383209945,0.6365397033128509,1.411826743396237]",0
3,2,999990.0,32,1024.0,"[999990.0,32.0,1024.0]","[1.5724044486947855,2.5461588132514037,2.823653486792474]",1
12,2,209990.0,4,64.0,"[209990.0,4.0,64.0]","[0.33019251210653905,0.31826985165642546,0.17647834292452963]",0
1,2,429990.0,16,256.0,"[429990.0,16.0,256.0]","[0.6761249501437722,1.2730794066257018,0.7059133716981185]",0
3,2,669990.0,16,512.0,"[669990.0,16.0,512.0]","[1.0535057916389357,1.2730794066257018,1.411826743396237]",0
3,2,339990.0,8,256.0,"[339990.0,8.0,256.0]","[0.534607134583086,0.6365397033128509,0.7059133716981185]",0
0,2,599990.0,16,512.0,"[599990.0,16.0,512.0]","[0.9434363795361796,1.2730794066257018,1.411826743396237]",0
1,2,179990.0,4,128.0,"[179990.0,4.0,128.0]","[0.2830199069196436,0.31826985165642546,0.35295668584905926]",0
14,2,2280113.0,32,1024.0,"[2280113.0,32.0,1024.0]","[3.58529567768359,2.5461588132514037,2.823653486792474]",1
0,2,1029990.0,16,512.0,"[1029990.0,16.0,512.0]","[1.619577053881681,1.2730794066257018,1.411826743396237]",0
14,2,2720943.0,32,1024.0,"[2720943.0,32.0,1024.0]","[4.278465662501561,2.5461588132514037,2.823653486792474]",1
0,2,919990.0,16,1024.0,"[919990.0,16.0,1024.0]","[1.4466108348630642,1.2730794066257018,2.823653486792474]",0
46,2,1099000.0,4,64.0,"[1099000.0,4.0,64.0]","[1.7280897700132694,0.31826985165642546,0.17647834292452963]",0
1,2,769990.0,16,1024.0,"[769990.0,16.0,1024.0]","[1.210747808928587,1.2730794066257018,2.823653486792474]",0
1,2,779990.0,16,512.0,"[779990.0,16.0,512.0]","[1.2264720106575522,1.2730794066257018,1.411826743396237]",0
0,2,739990.0,16,512.0,"[739990.0,16.0,512.0]","[1.1635752037416918,1.2730794066257018,1.411826743396237]",0
1,2,459990.0,16,256.0,"[459990.0,16.0,256.0]","[0.7232975553306676,1.2730794066257018,0.7059133716981185]",0
1,2,580000.0,16,1024.0,"[580000.0,16.0,1024.0]","[0.9120037002799783,1.2730794066257018,2.823653486792474]",0
3,2,304990.0,16,512.0,"[304990.0,16.0,512.0]","[0.4795724285317079,1.2730794066257018,1.411826743396237]",0
0,2,999990.0,32,1024.0,"[999990.0,32.0,1024.0]","[1.5724044486947855,2.5461588132514037,2.823653486792474]",1
1,2,450000.0,16,512.0,"[450000.0,16.0,512.0]","[0.7075890778034315,1.2730794066257018,1.411826743396237]",0
1,2,1019990.0,32,1024.0,"[1019990.0,32.0,1024.0]","[1.6038528521527158,2.5461588132514037,2.823653486792474]",1
2,2,386311.0,8,512.0,"[386311.0,8.0,512.0]","[0.6074432094118254,0.6365397033128509,1.411826743396237]",0
1,2,2899990.0,32,1024.0,"[2899990.0,32.0,1024.0]","[4.560002777198163,2.5461588132514037,2.823653486792474]",1
1,2,529990.0,16,512.0,"[529990.0,16.0,512.0]","[0.8333669674334236,1.2730794066257018,1.411826743396237]",0
0,2,455990.0,8,512.0,"[455990.0,8.0,512.0]","[0.7170078746390816,0.6365397033128509,1.411826743396237]",0
0,2,449990.0,16,512.0,"[449990.0,16.0,512.0]","[0.7075733536017025,1.2730794066257018,1.411826743396237]",0
1,2,629990.0,16,512.0,"[629990.0,16.0,512.0]","[0.9906089847230751,1.2730794066257018,1.411826743396237]",0
2,2,739990.0,16,512.0,"[739990.0,16.0,512.0]","[1.1635752037416918,1.2730794066257018,1.411826743396237]",0
2,2,1299990.0,16,1024.0,"[1299990.0,16.0,1024.0]","[2.04413050056374,1.2730794066257018,2.823653486792474]",1
0,2,482591.0,16,128.0,"[482591.0,16.0,128.0]","[0.7588358236583018,1.2730794066257018,0.35295668584905926]",0
21,2,1599990.0,32,1024.0,"[1599990.0,32.0,1024.0]","[2.515856552432694,2.5461588132514037,2.823653486792474]",1
1,2,2299999.0,32,1024.0,"[2299999.0,32.0,1024.0]","[3.6165648252418103,2.5461588132514037,2.823653486792474]",1
4,2,2280112.0,8,256.0,"[2280112.0,8.0,256.0]","[3.5852941052634173,0.6365397033128509,0.7059133716981185]",0
0,2,1129990.0,8,256.0,"[1129990.0,8.0,256.0]","[1.7768190711713323,0.6365397033128509,0.7059133716981185]",0
3,2,269900.0,8,240.0,"[269900.0,8.0,240.0]","[0.42439620466476924,0.6365397033128509,0.6617937859669861]",0
4,2,2299990.0,16,512.0,"[2299990.0,16.0,512.0]","[3.616550673460254,1.2730794066257018,1.411826743396237]",1
1,2,1799999.0,32,1024.0,"[1799999.0,32.0,1024.0]","[2.830354738793553,2.5461588132514037,2.823653486792474]",1
0,2,259900.0,8,256.0,"[259900.0,8.0,256.0]","[0.4086720029358041,0.6365397033128509,0.7059133716981185]",0
0,2,1632210.0,8,256.0,"[1632210.0,8.0,256.0]","[2.5665199304034196,0.6365397033128509,0.7059133716981185]",0
1,2,1129990.0,8,512.0,"[1129990.0,8.0,512.0]","[1.7768190711713323,0.6365397033128509,1.411826743396237]",0
3,2,399990.0,16,256.0,"[399990.0,16.0,256.0]","[0.6289523449568768,1.2730794066257018,0.7059133716981185]",0
0,2,488141.0,8,128.0,"[488141.0,8.0,128.0]","[0.7675627556178775,0.6365397033128509,0.35295668584905926]",0
2,2,1490900.0,16,512.0,"[1490900.0,16.0,512.0]","[2.3443212357714134,1.2730794066257018,1.411826743396237]",0
0,2,1015429.0,16,512.0,"[1015429.0,16.0,512.0]","[1.5966810437441348,1.2730794066257018,1.411826743396237]",0
4,2,199900.0,8,121.0,"[199900.0,8.0,121.0]","[0.31432679256201324,0.6365397033128509,0.33365436709168883]",0
1,2,420000.0,16,512.0,"[420000.0,16.0,512.0]","[0.660416472616536,1.2730794066257018,1.411826743396237]",0
4,2,786900.0,16,1024.0,"[786900.0,16.0,1024.0]","[1.2373374340522671,1.2730794066257018,2.823653486792474]",0
2,2,1109990.0,16,512.0,"[1109990.0,16.0,512.0]","[1.745370667713402,1.2730794066257018,1.411826743396237]",0
5,2,174176.0,4,64.0,"[174176.0,4.0,64.0]","[0.2738778560344233,0.31826985165642546,0.17647834292452963]",0
2,2,1809990.0,16,512.0,"[1809990.0,16.0,512.0]","[2.846064788740962,1.2730794066257018,1.411826743396237]",0
2,2,499990.0,8,128.0,"[499990.0,8.0,128.0]","[0.7861943622465282,0.6365397033128509,0.35295668584905926]",0
4,2,788400.0,16,1024.0,"[788400.0,16.0,1024.0]","[1.239696064311612,1.2730794066257018,2.823653486792474]",0
3,2,649990.0,16,512.0,"[649990.0,16.0,512.0]","[1.0220573881810053,1.2730794066257018,1.411826743396237]",0
0,2,1699990.0,24,1024.0,"[1699990.0,24.0,1024.0]","[2.6730985697223453,1.9096191099385527,2.823653486792474]",1
0,2,1099990.0,16,512.0,"[1099990.0,16.0,512.0]","[1.7296464659844368,1.2730794066257018,1.411826743396237]",0
0,2,379990.0,16,256.0,"[379990.0,16.0,256.0]","[0.5975039414989465,1.2730794066257018,0.7059133716981185]",0
0,2,445990.0,8,512.0,"[445990.0,8.0,512.0]","[0.7012836729101164,0.6365397033128509,1.411826743396237]",0
1,2,269990.0,8,256.0,"[269990.0,8.0,256.0]","[0.4245377224803299,0.6365397033128509,0.7059133716981185]",0
0,2,2559990.0,32,1024.0,"[2559990.0,32.0,1024.0]","[4.025379918413348,2.5461588132514037,2.823653486792474]",1
2,2,1799990.0,16,1024.0,"[1799990.0,16.0,1024.0]","[2.830340587011997,1.2730794066257018,2.823653486792474]",1
5,2,359990.0,16,512.0,"[359990.0,16.0,512.0]","[0.5660555380410162,1.2730794066257018,1.411826743396237]",0
5,2,449990.0,8,128.0,"[449990.0,8.0,128.0]","[0.7075733536017025,0.6365397033128509,0.35295668584905926]",0
1,2,1699990.0,16,512.0,"[1699990.0,16.0,512.0]","[2.6730985697223453,1.2730794066257018,1.411826743396237]",0
5,2,699990.0,8,512.0,"[699990.0,8.0,512.0]","[1.1006783968258311,0.6365397033128509,1.411826743396237]",0
12,2,659990.0,8,512.0,"[659990.0,8.0,512.0]","[1.0377815899099705,0.6365397033128509,1.411826743396237]",0
1,2,599990.0,8,512.0,"[599990.0,8.0,512.0]","[0.9434363795361796,0.6365397033128509,1.411826743396237]",0
0,2,769900.0,16,1024.0,"[769900.0,16.0,1024.0]","[1.2106062911130264,1.2730794066257018,2.823653486792474]",0
21,2,879990.0,16,512.0,"[879990.0,16.0,512.0]","[1.3837140279472038,1.2730794066257018,1.411826743396237]",0
2,2,1550000.0,32,1024.0,"[1550000.0,32.0,1024.0]","[2.4372512679895975,2.5461588132514037,2.823653486792474]",1
5,2,259990.0,8,240.0,"[259990.0,8.0,240.0]","[0.4088135207513648,0.6365397033128509,0.6617937859669861]",0
0,2,2599990.0,32,1024.0,"[2599990.0,32.0,1024.0]","[4.088276725329209,2.5461588132514037,2.823653486792474]",1
3,2,299990.0,16,256.0,"[299990.0,16.0,256.0]","[0.47171032766722537,1.2730794066257018,0.7059133716981185]",0
0,2,1632210.0,16,512.0,"[1632210.0,16.0,512.0]","[2.5665199304034196,1.2730794066257018,1.411826743396237]",0
0,2,889874.0,16,1024.0,"[889874.0,16.0,1024.0]","[1.3992558289361128,1.2730794066257018,2.823653486792474]",0
0,2,617280.0,4,128.0,"[617280.0,4.0,128.0]","[0.9706235243255604,0.31826985165642546,0.35295668584905926]",0
0,2,2069990.0,32,1024.0,"[2069990.0,32.0,1024.0]","[3.2548940336940557,2.5461588132514037,2.823653486792474]",1
2,2,1049422.0,16,1024.0,"[1049422.0,16.0,1024.0]","[1.650132322681406,1.2730794066257018,2.823653486792474]",0
4,2,668000.0,16,512.0,"[668000.0,16.0,512.0]","[1.0503766754948716,1.2730794066257018,1.411826743396237]",0
